,Unnamed: 0,TopSongs,lyrics,MBTI
807,807,Zachary Knowles - slow down my thoughts,"‌slow down my thoughts Lyrics[Intro]. I just wanna try something, try something new. Even if it doesn't mean that I'll get to you. I just wanna try something, try something new. Even if it doesn't mean that I'm good to you. . [Chorus]. (I just wanna) all the pressure. All the madness, going through my head. Try to focus, I can't help it. Put it on you instead. Slow down. Slow down. I just wanna take the pressure. And then send it swimming through my head. Try to focus, I can't help but put it on you instead. Slow down. Slow down. I just wanna-. [Verse 1]. Pick up the phone. I've been callin' but it seems nobody's home now (right now). I feel alone if you listen you can hear it in my tone now (right now). But you prayed for me- when I felt tired and when I called out you were right there. Yeah you prayed for me- when I got stressed out and felt like no one was around. Yeah you prayed for me. . [Chorus]. (i just wanna) all the pressure. All the madness, going through my head. Try to focus, I can't help it. Put it on you instead. Slow down. Slow down. I just wanna-. . [Verse 2]. Every time I reach out I feel like I don't get an answer right away (no-o-o). I know it's foolish of me to think that everyone else should have the words to say. Slow down- you're stuck in your own head now. Slow down- I can't get out of bed now. Slow down- is this what happens when it rains now? (rains now). Is this what happens when it rains now? (rains now). (is this what happens when it rains now). (slow down is this what happens when it rains now rains now). I just wanna-Embed",ESFP
808,808,Peter Manos - you dont know me,"You Don’t Know Me Lyrics[Verse 1]. Put it in the back of my mind (My mind). I don't usually say this, but you know I might. Maybe I was wasting my time. Holding shit together so you know I try. I'm moving so slow no I thought I'd feel better. Only been a month but it's taking forever. I don't really know if I thought I'd feel better. You don't really know me so you wouldn't mind. . [Chorus]. Oh, you thought you knew me like that, but you (Don't). The middle of the summer here I am, we're still. I don't think you know me like you thought you did back then. Back then, you knew me but right now you just-. Oh, you thought you knew me like that, but you (Don't). The middle of the summer here I am, we're still. I don't think you know me like you thought you did back then. Back then, you knew me but right now you just don't. You just don't. [Verse 2]. People change and it's got me feeling stressed out. Kind of strange that there's nothing we can talk about. That's why they say, maybe reasons that were left out. You don't really notice like I thought you did. . [Chorus]. Oh, you thought you knew me like that, but you (Don't). The middle of the summer here I am, we're still. I don't think you know me like you thought you did back then. Back then, you knew me but right now you just-. Oh, you thought you knew me like that, but you (Don't). The middle of the summer here I am, we're still. I don't think you know me like you thought you did back then. Back then, you knew me but right now you just don't. You just don't. . [Bridge]. My lover, I'm so sad. How am I gonna do?. You know when you feel silence?. I just feel silence now. So sad. . [Outro]. You don't know me like I wish you would or you did last summer. Truth is I'm alone, I'm not happy, it's not hard to remember. Put it in the back of my mind. You don't miss me much. We've been out of touch lately. Maybe I was wasting my time. Guess I'm not enough in another life, maybe2Embed",ESFP
809,809,Zachary Knowles - wake up,"‌wake up Lyrics[Intro]. Wake up. Something's on her eyes and. And I don't think you wanna hear it from me. So wake up. Something's on my mind. I got too much to talk about but I don't have much time so. If you wanna listen I got a few things on my chest. And I'm dying to release it so that I can take this breathe oh. I don't mind. Tellin' you, tellin' you. What's inside. [Chorus]. Wake up. Something's on her eyes and. And I don't think you wanna hear it from me. So wake up. Something's on my mind. I got too much to talk about but I don't have much time so. If you wanna listen. Got a few things on my chest. And I'm dying to release it so that I can take this breath oh. I don't mind. Telling you, telling you. What's inside. Ooohh yes (Something's on her eyes and). . [Verse 1]. Oooh. Will you look me in my eyes when I speak you run away from me. You do this every time. I got two reasons you should hide. One is free inside of me. And two is that one is alive so. . [Pre-Chorus]. How many times do I have to tell you?. You don't know me. Like you think do, think you do no. How many times do I have to tell you?. You don't have control over me. And you know it's true no. [Chorus]. Wake up. Something's on her eyes and. And I don't think you wanna hear it from me. So wake up. Something's on my mind. I got too much to talk about but I don't have much time so. If you wanna listen. Got a few things on my chest. And I'm dying to release it so that I can take this breath oh. I don't mind. Tellin' you, tellin' you. What's inside. . [Verse 2]. You, you, you. You got a bad habit of talking at me. Then turning away. I guess this is mad tragic. Easy to see but so hard to reach. You take a stab at it. What's underneath? I got peace. So you can have at it. So you can have at it. Oh yes. You rob me back. I was a mess. It was uncomfortable. I got upset, you didn't care about the principles. (Something, something, something's on her eyes and). [Pre-Chorus]. How many times do I have to tell you?. You don't know me. Like you think do, think you do no. How many times do I have to tell you?. You don't have control over me. And you know it's true no. . [Chorus]. Wake up. Something's on her eyes and. And I don't think you wanna hear it from me. Wake up. Something's on my mind. I got too much to talk about but I don't have much time so. If you wanna listen. Got a few things on my chest. And I'm dying to release it so that I can take this breath oh. I don't mind. Tellin' you, tellin' you. What's inside. . [Bridge]. Oh what a night. What a night. What a night. Oh, when you walked away. Oh what a night. What a night. What a night. Oh, when you don't feel that way. . [Outro]. Oh what a time. What a time. What a time. Oh, when you walked away. Oh what a time. What a time. What a time. Oh, when you don't feel that way. (feel that)Embed",ESFP
810,810,khalid - motion,"Motion Lyrics[Verse 1]. You'd rather speak more than listen. And that's based off our first impression. I'm new to all this affection. But I'm going in the right direction. Floating through different dimensions. But not losing sense of religion. Honey, I forgot to mention. I'm so entranced by you, it hurts. . [Chorus]. I'm in love with the moment. See me floatin', see me glowin'. I'm in love with the moment. See me floatin', see me glowin'. [Verse 2]. Can't let me go if I'm fallin'. I've been on the path of importance. Let the love pull you in slowly. The river is running, we're flowing. I'm coming down, you've been rollin'. And we're letting free, now we're open. Pour me a, pour me a potion. I'm rocking, I'm rocking the motion. . [Chorus]. I'm in love with the moment. See me floatin', see me glowin'. I'm in love with the moment. See me floatin', see me glowin'. . [Outro]. Nothing feels better than this. Now, left, right, left, right. Take it back, bring it side to side. Like that, like that, ayy. Ooh, now, left, right, left, right. Take it back, bring it side to side. Like. Nothing feels better than this. Now, left, right, left, right. Take it back, bring it side to side. Like that, like that, ayy. Ooh, now, left, right, left, right. Take it back, bring it side to side. Like. Nothing feels better than this. That made me feel like I'm just speeding, doing 60 in a 35. We're sitting in a car and just holding hands11Embed",ESFP
811,811,Keshi - Skeletons,"​skeletons Lyrics[Verse 1]. Stressed out. Feelin' lost and I don't know what to do now. What I chose ain't really gonna work out. Fallin' six feet underneath the floor now. Think I'm gonna tap out (Ooh-ahh, ooh-ahh). . [Pre-Chorus]. Feel bad, go to bed. Wake up even worse, yeah. So sad, in my head. Feelin' like a curse. I need medicine, medicine, medicine. [Chorus]. All my skeletons out for the taking (Ooh-ahh). Yeah, I don't even know if I'ma make it. I'm afraid of myself and I hate it (Ooh-ahh). All my skeletons out for the taking. Somebody take 'em. . [Verse 2]. I wanna run away. The day to day is taking its toll on me. And I'm tearin' at the seams (Ooh-ahh). Throw it all away. Give a fuck about what they say. I gotta disagree. This ain't really fun for me. . [Pre-Chorus]. Feel bad, go to bed. Wake up even worse, yeah. So sad, in my head. Feelin' like a curse. I need medicine, medicine, medicine. . [Chorus]. All my skeletons out for the taking (Ooh-ahh). Yeah, I don't even know if I'ma make it. I'm afraid of myself and I hate it (Ooh-ahh). All my skeletons out for the taking. Somebody take 'em7Embed",ESFP
812,812,Joji - test drive,"TEST DRIVE Lyrics[Chorus]. She don't wanna tell lies (She don't wanna tell lies). She don't wanna tell lies (She don't wanna tell lies). She just wanna feel alive (She just wanna feel alive). She just wanted more time (She just wanted more time). I'm looking for a long ride (Looking for a long ride). She just want a test drive (She just want a test drive). Dying on the west side (Dying on the west side). I'll see you in the next life (See you in the next life). . [Verse 1]. What do you want, babe? (What do you want, babe?). I don't like when you taunt me (I don't like when you taunt me). You've been calling the wrong name (Calling the wrong name). I said what do you want, babe? (What do you want, babe?). I'm working on my aim (Working on my aim). I'm hoping you do the same (Do the same). You got me afraid again (Got me afraid again). So let me just pray again (So let me just pray again). [Pre-Chorus]. You gon' jump through hoops. Know how many lines you'll do. Won't matter when you lose. Everything I've done for you. . [Chorus]. She don't wanna tell lies. She don't wanna tell lies. She just wanna feel alive. She just wanted more time. I'm looking for a long ride. She just want a test drive (What do you want, babe?). Dying on the west side (What do you want, babe?). I'll see you in the next life (Who do you want, babe?). . [Verse 2]. Waiting on a sacrificial life. Waiting on the ones who didn't fight. I told you not to waste my fucking time. I told you never sing that song, you lied. . [Pre-Chorus]. You gon' jump through hoops. Know how many lines you'll do. Won't matter when you lose. Everything I've done for you. [Chorus]. She don't wanna tell lies (She don't wanna tell lies). She don't wanna tell lies (She don't wanna tell lies). She just wanna feel alive (She just wanna feel alive). She just wanted more time (She just wanted more time). I'm looking for a long ride (Looking for a long ride). She just want a test drive (She just want a test drive). Dying on the west side (Dying on the west side). I'll see you in the next life (See you in the next life)85Embed",ESFP
813,813,khalid - Stay,"Stay Lyrics[Verse 1]. Oh, oh, oh, oh. In the back of my mind I know it's hard on us. But to tell you the truth there's no more love, no more love. It's not easy to say, I’m giving up. And I've been losing count. . [Pre-Chorus]. When the seconds turn to minutes into hours. You've been working 9 to 5. So it was hard to find the time for me, yeah. Are we gonna be alright. If I come through tonight. [Chorus]. Baby can I stay a while. It's hard to say goodbye when I'm leaving, yeah. Let me inside, dim down the lights. Just know I'm coming home for a reason. Baby can I stay a while. It's hard to say goodbye when I'm leaving, yeah. Let me inside, dim down the lights. Just know I'm coming home for a reason. Baby can I stay a while. . [Verse 2]. Nahh, All the shit that you say, do you mean it?. And when you tell me you love me do you believe it?. I can see it in your eyes you've had enough of it. And I've been missing out. . [Pre-Chorus]. When the seconds turn to minutes into hours. Working 9 to 5 cause it's hard to find the time for me, yeah. Are we gonna be alright. If I come through tonight, yeah. . [Chorus]. Baby can I stay a while. It's hard to say goodbye when I'm leaving, yeah. Let me inside, dim down the lights. Just know I'm coming home for a reason. Baby can I stay a while. It's hard to say goodbye when I'm leaving, yeah. Let me inside, dim down the lights. Just know I'm coming home for a reason. [Chorus]. Baby can I stay a while. It's hard to say goodbye when I'm leaving, yeah. Let me inside, dim down the lights. Just know I'm coming home for a reason. Baby can I stay a while. It's hard to say goodbye when I'm leaving, yeah. Let me inside, dim down the lights. Just know I'm coming home for a reason. Baby can I stay a while10Embed",ESFP
814,814,Sasha Sloan - Again,"Again Lyrics[Verse 1]. Baby blue jeans, had your hand on my knee. I'd get shivers down my spine each time you touched me. Salt in your kiss from that 2 AM swim. I wish I could put my arm around a memory. . [Pre-Chorus]. You can’t control it, you can't help it when you fall in love. I'll give you everything, and now I gotta give you up. And I know it’s over, but if it's any closure. [Chorus]. Even if I knew it would end. Even if I knew we wouldn't walk away friends. I'd still do it again (Still do it again). I'd still do it again (Still do it again). . [Verse 2]. All of those nights, still tattooed on my mind. No matter where I go you'll be a part of me forever. . [Pre-Chorus]. You can't control it, you can't help it when you fall in love. I’ll give you everything, and now I gotta give you up. And I know it’s over, but if it's any closure. . [Chorus]. Even if I knew it would end. Even if I knew we wouldn’t walk away friends. I'd still do it again (Still do it again). I'd still do it again (Still do it again). Even if I knew it would end. Even if I knew we wouldn't walk away friends. I’d still do it again (Still do it again). I'd still do it again, I'd still do it again. . [Bridge]. Sometimes I wanna call. 'Cause even though it wasn't right (Even though it wasn't right). I still hope you're alright (I still hope you're alright). Sometimes I wanna call. 'Cause even though it wasn't right (Even though it wasn't right). I still hope you're alright. [Chorus]. 'Cause even if I knew it would end. Even if I knew we wouldn't walk away friends. I'd still do it again (Still do it again). I'd still do it again (Still do it again). 'Cause even if I knew it would end. Even if I knew we wouldn't walk away friends. I'd still do it again (Still do it again). I'd still do it again, and again, and again. . [Outro]. Even if I knew it would end. Even if I knew it would end. Even if I knew it would end. Even if I knew it would end. Even if I knew it would end. Even if I knew it would end10Embed",ESFP
815,815,rini - aphrodite ,"Aphrodite Lyrics[Verse 1]. You're that Goddess. Aphrodite. Well known for her Love and beauty. You took me and you bathe me in. Your waters, your fountain. Left me yearning for more, for more. And I can’t take it anymore. . [Chorus]. If I can have this dance tonight. I promise that you won't forget. I've been searching all my life. For something that I won’t regret. Could it be that you're the one I'm looking for. Ahhhh. [Verse 2]. Let me tell you one thing for sure. You're the only one I want more of. Cos every time, you strip away my pride. Humble me down to my knees. You're exactly what I need, you're exactly. . [Chorus]. If I can have this dance tonight. I promise that you won't forget. I've been searching all my life. For something that I won’t regret. Could it be that you’re the one I'm looking for. Ahhhh. . [Bridge]. Won’t you take me away. Bring me to your sacred place. Won't you ooooohhhh. . [Chorus]. If I can have this dance tonight. I promise that you won't forget. I've been searching all my life. For something that I won’t regret. Could it be that you're the one I'm looking for. Ahhhh4Embed",ESFP
816,816,Oliver Riot - harder,Harder Lyrics[Intro]. . [Pre-Chorus]. Said you'd leave the light on. Find some sleep. Slipping slow motion. Out of me. Hiding in the Water. Out at sea. Sipping on potions. Remedies. [Chorus] . Go ahead and pull me down. Harder. Just go ahead and pull me down. Harder.  . [Pre-Chorus]. Said you'd leave the light on. Find some sleep. Slipping slow motion. Out of me. Hiding in the Water. Out at sea. Sipping on potions. Remedies.  . [Bridge] . Go ahead and pull me down. Harder.  sipping on potions. Just go ahead and pull me down. Harder.  sipping on potions. Someone let me go. Someone let me go. Someone let me go. Someone let me go.  . [Chorus] . Pull me down. Harder. Go ahead and pull me down. Harder. Pull me down. Harder. Go ahead and pull me down. Harder. [Outro]1Embed,ESFP
817,817,oliver riot - nervous,"Nervous Lyrics[Verse 1]. I don’t know the right line left to say. Hanging on to my mind as it sways. She falls, she falls, she falls away. She falls, she falls, she falls away. . [Verse 2]. I don’t know if hope might have a place. Hanging from a tight line as it frays. She falls, she falls, she falls away. She falls, she falls, she falls away. [Chorus]. Oh, you make me nervous. But I try to make you mine. You don’t deserve this. Oh, you make me nervous. And I’m fighting with my mind. This might be worthless. . [Outro]. She falls, she falls, she falls away. She falls, she falls, she falls awayEmbed",ESFP
818,818,Stalgia - Bdy,"BDY Lyrics[Verse 1]. Purple rain drops follow my footprints. Every step that I take they sink in. Try not to let 'em in. Why do I wanna let 'em in. . Sometimes I dream of things I shouldn't. Got forbidden inside of me hidden. Push 'em back when they claw at me. Tryna stop my rotten atrophy. [Chorus]. The rhythms of my body feed off you. With every look you give, my rain keeps falling down. (The drinks we drank tonight are callin' callin' too). Breaking rules of the loving kind. . The rhythms of my body feed off you. With every look you give, my rain keeps falling down. (The drinks we drank tonight are callin' callin' too). Breaking rules of the loving kind. . [Verse 2]. The way you're moving blurs my vision. Close my eyes and it's still you I'm seeing. I wanna let him in. Why do I wanna let him in. . Sometimes I feel they want perfection. God forbid we have cruel intentions. Push 'em back when they call to me. Tryna stop the other side of me. . [Chorus]. The rhythms of my body feed off you. With every look you give, my rain keeps falling down. (The drinks we drank tonight are callin' callin' too). Breaking rules of the loving kind. The rhythms of my body feed off you. With every look you give, my rain keeps falling down. (The drinks we drank tonight are callin' callin' too). Breaking rules of the loving kind. . [Bridge]. In drive don't stop 'til I'm new. Run every light 'til my mind is unglued. Til all that is high is the smoke that we knew. Inhaling each time to a different you. Is it you or is it me?. Is you or it me?. Is the enemy. Is it you or it me?. . [Chorus]. The rhythms of my body feed off you. With every look you give, my rain keeps falling down. (The drinks we drank tonight are callin' callin' too). Breaking rules of the loving kind. . The rhythms of my body feed off you. With every look you give, my rain keeps falling down. (The drinks we drank tonight are callin' callin' too). Breaking rules of the loving kind. [Outro]. In drive don't stop 'til I'm new. Run every light 'til my mind is unglued. Til all that is high is the smoke that we knew. Inhaling each time to a different you. Is it you or is it me?. It you or it me?. Is the enemy. Is it you or it me?2Embed",ESFP
819,819,Exes - Cain,"Cain Lyrics[Verse 1]. Maybe I should tell you now. I was on a train to meet your friends and family. To let go of that part of me. Baby, if you hear me now. We were at the table listening to ""Skinny Love"". And dancing till the sun came up. . [Chorus]. In the room that I met your mother. In the room we were almost lovers. I could feel, I could feel you there. I could feel, I could feel you. In the room that I met your mother. In the room we were almost lovers. I could feel, I could feel you there. I could feel, I could feel you. [Post-Chorus]. I'll never get to hold your hand. I'll never get to. I'll never get another chance. I'll never get to you, you. . [Verse 2]. Been about a year since I. Found myself in London. Living in your memory, revisiting our history. . [Chorus]. In the room that I met your mother. In the room we were almost lovers. I could feel, I could feel you there. I could feel, I could feel you. . [Post Chorus]. Ooh, I'll never get to hold your hand. I'll never get to. I'll never get another chance. I'll never get to. . [Bridge]. (In the room that I met your mother). I'll never get to hold your hand. (In the room we were almost lovers). I'll never get to. (I could feel, I could feel you there). I'll never get another chance. (I could feel, I could feel you). I'll never get to. [Chorus]. In the room that I met your mother. In the room we were almost lovers. I could feel, I could feel you there. I could feel, I could feel you. (I could feel you)1Embed",ESFP
820,820,Plaza - Personal,"PERSONAL Lyrics[Intro]. Know I can't, know I can't, no. Don't know, no, no, no, no, no. . [Verse 1]. Not gon' quit you till I have to. Not gon' worry bout what her man do. And the pain comes in the long run. So is better to deserve it woman. Lights down, what you worried about. There's no love anywhere in this house. Got you actin' a way you dream 'bout. It's all a haze and I can't get much higher. Can't get much higher. So woman take the lust outta me. Take the soul and the trust outta me. [Chorus]. I told her we don't gotta know nothing personal. They don't gotta know nothing at all. If you wanna fuck with me, yeah. I told her we don't gotta know nothing personal. They don't gotta know nothing at all. If you wanna fuck with me, yeah. . [Verse 2]. She said ""it's so wrong"" and I know it. Still I'm calling back and I don't know how. I'mma feel till I roll up. And when I roll up you just step out your dress. Like that, I said leave on the rest. Like that. Now woman you bring the lust outta me. You bring the best and the worst outta me. . [Chorus]. I told her we don't gotta know nothing personal. They don't gotta know nothing at all. If you wanna fuck with me, yeah. I told her we don't gotta know nothing personal. They don't gotta know nothing at all. If you wanna fuck with me, yeah. [Bridge]. You know you can't go back, no, no. You know you won't go back, no, no. I hope you understand this girl, girl, girl. No, you won't go back, no, no. And when the high comes on, you can't fake it. And every chance you get girl. You know you're gonna take it.... . [Chorus]. I told her we don't gotta know nothing personal. They don't gotta know nothing at all. If you wanna fuck with me, yeah. I told her we don't gotta know nothing personal. They don't gotta know nothing at all. If you wanna fuck with me, yeah. I told her we don't gotta know nothing personal. They don't gotta know nothing at all. If you wanna fuck with me, yeah. I told her we don't gotta know nothing personal. They don't gotta know nothing at all. If you wanna fuck with me, yeah. . [Outro]. I know that you do. I know that you do. I know that you do. I know that you do. Yeah. I know that you do. I know that you do. I know that you do. I know that you do8Embed",ESFP
821,821,Always Never - Canadian Dubai,"Canadian Dubai Lyrics[Verse 1]. It's mad city vibe right now. Canadian dubai right now. She rode on the 501. To queen and young. To say a couple words to me. Before I run, I know she's mine. Oh girl, don't let it run wild. That wild, imagination. I just hope you know I care. I hope you know. [Chorus]. I’ll get you on a flight to the city. It ain’t the same at all when you ain't with me, when you ain't with me. Oh L-A Tokyo and then to Sydney. It ain’t the same at all when you ain't with me, when you ain't with me. I’ll get you on a flight to the city. It ain’t the same at all when you ain't with me, when you ain't with me. Oh L-A Tokyo and then to Sydney. It ain’t the same at all when you ain't with me, when you ain't with me. . [Verse 2]. Woah, this feeling ain't fun. Cause lately I'm feeling numb. From moon to sun. I'm falling to pieces cause I think it's done. Oh is she mine?. Oh girl I let it run wild, that wild imagination. I just hope you know I care. I hope you know. . [Chorus]. I’ll get you on a flight to the city. It ain’t the same at all when you ain't with me, when you ain't with me. Oh L-A Tokyo and then to Sydney. It ain’t the same at all when you ain't with me, when you ain't with me. I’ll get you on a flight to the city. It ain’t the same at all when you ain't with me, when you ain't with me. Oh L-A Tokyo and then to Sydney. It ain’t the same at all when you ain't with me, when you ain't with me. [Verse 3]. Need a sign now, oh ya. Do or die now, oh ya. Rode the 501 to queen and young. To say a couple a words to her. Oh woah. Oh girl I let it run wild, that wild imagination. I just hope you know I care. I hope you know. . [Bridge]. I hope you know. Oh woah. I hope you know. Knah ah ah. . [Chorus]. I’ll get you on a flight to the city. It ain’t the same at all when you ain't with me, when you ain't with me. Oh L-A Tokyo and then to Sydney. It ain’t the same at all when you ain't with me, when you ain't with me. I’ll get you on a flight to the city. It ain’t the same at all when you ain't with me, when you ain't with me. Oh L-A Tokyo and then to Sydney. It ain’t the same at all when you ain't with me, when you ain't with me2Embed",ESFP
822,822,Always Never - Millions,"Millions Lyrics[Chorus]. Jump off the diving board. Into shallow water. Oh this a risk that I really, really, gotta gotta. I’m chasing M’s. The Millions. Amen, amen. The Millions. Burning up inside the inferno. I'm past the point of no return. I need to let go. I’m chasing M’s. The Millions. Amen, amen. The Millions. [Verse 1]. Want a house on a hill. Rari’ for the thrill. Ice on my wrists. Just to know how it feel. I just wanna wake from a dream. And be in one that's real. That's real. This ain't the life for you. You’ll never make it through. But there's a chance that I could. . [Chorus]. Jump off the diving board. Into shallow water. Oh this a risk that I really, really, gotta gotta. I’m chasing M’s. The Millions. Amen, amen. The Millions. Burning up inside the inferno. I'm past the point of no return. I need to let go. I’m chasing M’s. The Millions. Amen, amen. The Millions. [Verse 2]. A little empty is my situation. Oh I’ve been good I’ve been so patient. But the void won’t fill. Oh it's here though I try. I try, yeah. There's no chance it's by design. I get it if I decide. But what monsters wait on the other side?. . [Chorus]. Jump off the diving board. Into shallow water. Oh this a risk that I really, really, gotta gotta. I’m chasing M’s. The Millions. Amen, amen. The Millions. Burning up inside the inferno. I'm past the point of no return. I need to let go. I’m chasing M’s. The Millions. Amen, amen. The Millions. [Bridge]. . [Chorus]. Jump off the diving board. Into shallow water. Oh this a risk that I really, really, gotta gotta. I’m chasing M’s. The Millions. Amen, amen. The Millions. Burning up inside the inferno. I'm past the point of no return. I need to let go. I’m chasing M’s. The Millions. Amen, amen. The Millions. . Millions1Embed",ESFP
823,823,Michl - Die Trying,"Die Trying Lyrics[Verse 1]. Are we wrong? Are we right?. We jump first and then decide. It's hard to explain it. Heavy hearts weigh us down. . [Pre-Chorus]. And the water's getting deep. Do we swim, or do we sink?. 'Cause there's still a long, long way to go. [Chorus]. We're in over our heads. We're holding our breath. Will we ever get to the other side. Before there's nothing left?. Yeah, our bodies are weak. We're tired and we're hurtin'. Will we ever get to the other side?. Don't know, but I swear I'll die trying. . [Verse 2]. Can't say yes, can't say no. This thing's out of my control. It's hard to explain it. Heavy hearts weigh us down. . [Pre-Chorus]. And the water's getting deep. Do we swim, or do we sink?. 'Cause there's still a long, long way to go. . [Chorus]. We're in over our heads. We're holding our breath. Will we ever get to the other side. Before there's nothing left?. Yeah, our bodies are weak. We're tired and we're hurtin'. Will we ever get to the other side?. Don't know, but I swear I'll die trying. [Verse 3]. Chain my wrist down to. A sinking ship for you. I'll die trying. Oh, I'll die trying. . [Outro]. We're in over our heads. But we're holdin' our breath. Will we ever get to the other side. Before there's nothing left?. Yeah, our bodies are weak. We're tired and we're hurtin'. Will we ever get to the other side?. Don't know. I'll die trying16Embed",ESFP
824,824,khalid - american teen,"American Teen Lyrics[Verse 1]. Living the good life full of goodbyes. My eyes are on the grey skies. Saying I don't want to come home tonight. Yeah, and I'm high up, off what?. I don't even remember. But my friend passed out in the Uber ride. . [Pre-Chorus]. Oh, I'm from the city of the 9-1-5. Where all the girls are pretty. And they're down for the hype. All my boys are with me. Going up for the night. But who cares, who cares. 'Cause this is our year. [Chorus]. So wake me up in the spring. While I'm high off my American dream. We don't always say what we mean. That's the lie of an American teen. . [Verse 2]. Maybe the end is near. But I've been waiting all year. To get the hell up out of here. And throw away my fears. I'm so faded (I'm so faded). Off of all the things that I've taken, and. Maybe I'm not really drunk. Maybe I'm really good at faking. . [Pre-Chorus]. From the city of the 9-1-5. Where all the girls are pretty. And they're down for the hype. All my boys are with me. Going up for the night. But who cares, who cares. 'Cause this is our year. . [Chorus]. So wake me up in the spring. While I'm high off my American dream. We don't always say what we mean. That's the lie of an American teen. [Bridge]. My youth is the foundation of me. Living life as an American teen (American teen). American teen. Mmm, oh yeah. We don't always say what we mean. When we're high off our American teen. My youth is the foundation of me. Oh, I'm proud to be American. . . [Chorus]. So wake me up in the spring. While I'm high off my American (American dream). And we don't always say what we mean. It's the lie of an American teen. My youth is the foundation of me. Living life as an American teen. American teen (American teen). . [Outro]. American Teenager. And I'll be living this dream with you. . [Chant]. We don't always say what we mean. When we're high off our American teen. My youth is the foundation of me. Oh, I'm proud to be American20Embed",ESFP
825,825,Carly Rae Jepsen - Store by,"Store Lyrics[Verse 1]. Sunlight moves upon my skin. Wake up, and I'm next to you. But I wish that I was next to him. Looks like this could be the end. Know that you'll be alright. Maybe one day we'll be friends. But you know me, and.... . [Pre-Chorus]. I'm not that good at goodbyes. Sometimes it's best to just fly. Ask where we're going. Oh, I can't talk about it. Can't talk about it, 'cause.... [Chorus]. I'm just goin' to the store, to the store. I'm just goin' to the store. You might not see me anymore, anymore. I'm just goin' to the store. I'm just goin' to the store, to the store. I'm just goin' to the store. You might not see me anymore, anymore. I'm just goin' to the store. . [Verse 2]. Don't cry. I can't play pretend. Wish it hadn't come to this. But you know there's some things you can't mend. But you know me, and.... . [Pre-Chorus]. I'm not that good at goodbyes. Sometimes it's best to just fly. Ask where we're going. Oh, I can't talk about it. Can't talk about it, 'cause.... . [Chorus]. I'm just goin' to the store, to the store. I'm just goin' to the store. You might not see me anymore, anymore. I'm just goin' to the store. I'm just goin' to the store, to the store. I'm just goin' to the store. You might not see me anymore, anymore. I'm just goin' to the store. [Bridge]. Alright, I'm so alright this time. I just wanna say, ""I'm sorry"". I just wanna say, ""I'm sorry"". Alright, I'm so alright this time. I just wanna say, ""I'm sorry"". I just wanna say, ""I'm sorry"". . [Breakdown]. I'm not that good at goodbyes. Sometimes it's best to just fly. . [Chorus]. I'm just goin' to the store, to the store. I'm just goin' to the store. You might not see me anymore, anymore. I'm just goin' to the store. I'm just goin' to the store, to the store. I'm just goin' to the store. You might not see me anymore, anymore. I'm just goin' to the store10Embed",ESFP
826,826,Fleur East - Like That,"Like That LyricsOoh la la la la. La la la la la. Hey, la la la la. . I'ma dance till I die. I'ma hot head and hold my shit. Till I fly I'm gon' make you remember me. Hey, whatchu say?. Ain't got nothing to do with me. I'm gon' do it how we do it. Like I do it, I'm gon' do it like that. I ain't scared to let go. I ain't scared to say no. I ain't scared, I ain't scared. I can't stop, so let's go. I like when you do it like that. You like when I do it like that. I know when we're moving like that. Ain't nobody else do it like that. I like when you do it like that. You like when I bring it right back. I know when we're moving like that. Ain't nobody else do it like that. . Uuh uh uh, watch me now. Uuh uh uh, don't stop me now. I'm gon' do it how we do it. Like I do it, I'm gon' do it (like that). . Like the star, like the sun I'm gon' light up. So watch me burn. Hey-ey, like a drum I'm gon' bang bang. So, watch and learn!. Hey, whatchu say?. Tell me something that I ain't heard. I'm gon' do it how we do it. Like I do it, I'm gon' do it like that. I ain't scared to let go. I ain't scared to say no. I ain't scared, I ain't scared. I can't stop, so let's go. I like when you do it like that. You like when I do it like that. I know when we're moving like that. Ain't nobody else do it like that. I like when you do it like that. You like when I bring it right back. I know when we're moving like that. Ain't nobody else do it like that. . Uuh uh uh, watch me now. Uuh uh uh, don't stop me now. I'm gon' do it how we do it. Like I do it, I'm gon' do it (like that). . Eeh eh eh eh eh. Eeh eh eh eh eh. No no no. . Yeah, I like when you do it like that. Boy, what you're thinking when I do it like that. Pull it right back, turn the beat so fast, keep the bass real low. Keep it just like that. Yeah, I do, I do it do it. You never do it, I keep it up and roll it right up. When I get into it. 'Cause there's no holding back. When I break through it. Baby, hurry up and bring it when I do it. Want to get it. I like when you do it like that. You like when I do it like that. I know when we're moving like that. Ain't nobody else do it like that. I like when you do it like that. You like when I bring it right back. I know when we're moving like that. Ain't nobody else do it like thatEmbed",ESFP
